Date,TeamName,EloScore
09/24/2011,Wyoming,2120
09/24/2011,Florida State,5724
09/24/2011,Clemson,5472
09/24/2011,Sam Houston State,1344
09/24/2011,New Mexico,-246
09/24/2011,Nevada-Reno,2108
09/24/2011,Texas Tech,358
09/24/2011,Southern Utah,1390
09/24/2011,Nevada-Las Vegas,1412
09/24/2011,Cal-San Luis Obispo,1362
09/24/2011,Northern Illinois,1156
09/24/2011,Virginia Military,1206
09/24/2011,Akron,886
09/24/2011,U.C.L.A.,3218
09/24/2011,Oregon State,-2738
09/24/2011,Army,748
09/24/2011,Ball State,2214
09/24/2011,Vanderbilt,-2994
09/24/2011,South Carolina,598
09/24/2011,Notre Dame,3158
09/24/2011,Pittsburgh,4066
09/24/2011,Tulane,-438
09/24/2011,Duke,-1818
09/24/2011,Louisiana Tech,74
09/24/2011,Mississippi State,16
09/24/2011,Louisiana State,3000
09/24/2011,West Virginia,3498
09/24/2011,Georgia,6014
09/24/2011,Mississippi,234
09/24/2011,UTEP,-3256
09/24/2011,South Florida,1912
09/24/2011,San Diego State,24
09/24/2011,Michigan,6040
09/24/2011,Colorado,1398
09/24/2011,Ohio State,6324
09/24/2011,Western Michigan,3012
09/24/2011,Illinois,546
09/24/2011,U-A-B,1514
09/24/2011,East Carolina,1060
09/24/2011,Central Arkansas,1446
09/24/2011,Arkansas State,-200
09/24/2011,Arkansas,4496
09/24/2011,Alabama,6120
09/24/2011,Bowling Green,2790
09/24/2011,Miami-Ohio,3504
09/24/2011,Oklahoma State,1592
09/24/2011,Texas A+M,3708
09/24/2011,Ohio,-1048
09/24/2011,Rutgers,240
09/24/2011,Portland State,1318
09/24/2011,Texas Christian,-920
09/24/2011,Florida Atlantic,1686
09/24/2011,Auburn,4060
09/24/2011,Missouri,818
09/24/2011,Oklahoma,5996
09/24/2011,California,-382
09/24/2011,Washington,4546
09/24/2011,Georgia State,1460
09/24/2011,Houston,2584
09/24/2011,Middle Tennessee,1742
09/24/2011,Troy,2080
09/24/2011,UC-Davis,1420
09/24/2011,Hawaii,3238
09/24/2011,Tulsa,3210
09/24/2011,Boise State,2668
09/24/2011,UL-Lafayette,-874
09/24/2011,Florida Intl,1280
09/24/2011,Rice,-2192
09/24/2011,Baylor,1418
09/24/2011,Oregon,1180
09/24/2011,Arizona,2896
09/24/2011,South Alabama,1490
09/24/2011,Kent State,-3190
09/29/2011,Houston,2604
09/29/2011,UTEP,-3276
09/29/2011,South Florida,1892
09/29/2011,Pittsburgh,4086
09/30/2011,Utah State,-1076
09/30/2011,Brigham Young,6690
10/01/2011,Wake Forest,-810
10/01/2011,Boston College,526
10/01/2011,Akron,886
10/01/2011,Eastern Michigan,-2750
10/01/2011,Buffalo,456
10/01/2011,Tennessee,4714
10/01/2011,Western Michigan,3032
10/01/2011,Connecticut,1846
10/01/2011,Cincinnati,-1320
10/01/2011,Miami-Ohio,3504
10/01/2011,North Carolina,3648
10/01/2011,East Carolina,1040
10/01/2011,Clemson,5492
10/01/2011,Virginia Tech,4640
10/01/2011,San Jose State,2742
10/01/2011,Colorado State,-826
10/01/2011,Idaho,1182
10/01/2011,Virginia,448
10/01/2011,Michigan State,1314
10/01/2011,Ohio State,6324
10/01/2011,Alabama,6140
10/01/2011,Florida,3320
10/01/2011,Arkansas State,-200
10/01/2011,Western Kentucky,1012
10/01/2011,Penn State,5362
10/01/2011,Indiana,-132
10/01/2011,S-M-U,1946
10/01/2011,Texas Christian,-940
10/01/2011,Notre Dame,3178
10/01/2011,Purdue,276
10/01/2011,Mississippi State,-4
10/01/2011,Georgia,6034
10/01/2011,Air Force,3286
10/01/2011,Navy,678
10/01/2011,Auburn,4080
10/01/2011,South Carolina,578
10/01/2011,Texas,5300
10/01/2011,Iowa State,-692
10/01/2011,U-A-B,1496
10/01/2011,Troy,2098
10/01/2011,Marshall,1490
10/01/2011,Louisville,642
10/01/2011,North Texas,330
10/01/2011,Tulsa,3230
10/01/2011,Rutgers,240
10/01/2011,Syracuse,1222
10/01/2011,Texas Tech,378
10/01/2011,Kansas,-1148
10/01/2011,Hawaii,3258
10/01/2011,Louisiana Tech,54
10/01/2011,Texas A+M,3690
10/01/2011,Arkansas,4514
10/01/2011,Toledo,3614
10/01/2011,Temple,-1934
10/01/2011,Kentucky,-984
10/01/2011,Louisiana State,3020
10/01/2011,Washington State,-574
10/01/2011,Colorado,1398
10/01/2011,Washington,4566
10/01/2011,Utah,3302
10/01/2011,Tulane,-458
10/01/2011,Army,768
10/01/2011,Oregon State,-2758
10/01/2011,Arizona State,3444
10/01/2011,Duke,-1818
10/01/2011,Florida Intl,1280
10/01/2011,Rice,-2212
10/01/2011,Southern Miss,4368
10/01/2011,Bethune-Cookman,1480
10/01/2011,Miami-Florida,5752
10/01/2011,Georgia Tech,-254
10/01/2011,No Carolina State,1590
10/01/2011,Towson,1480
10/01/2011,Maryland,2674
10/01/2011,Northern Illinois,1136
10/01/2011,Central Michigan,4840
10/01/2011,U.C.L.A.,3218
10/01/2011,Stanford,-130
10/01/2011,Kent State,-3210
10/01/2011,Ohio,-1028
10/01/2011,Baylor,1418
10/01/2011,Kansas State,-826
10/01/2011,Arizona,2876
10/01/2011,Southern Cal,5684
10/01/2011,Nebraska,7148
10/01/2011,Wisconsin,1644
10/01/2011,Mississippi,234
10/01/2011,Fresno State,4746
10/01/2011,Florida Atlantic,1686
10/01/2011,UL-Lafayette,-874
10/01/2011,Bowling Green,2772
10/01/2011,West Virginia,3516
10/01/2011,New Mexico State,-2330
10/01/2011,New Mexico,-246
10/01/2011,Minnesota,-862
10/01/2011,Michigan,6060
10/01/2011,Memphis,-1908
10/01/2011,Middle Tennessee,1762
10/01/2011,Nevada-Reno,2090
10/01/2011,Boise State,2686
10/01/2011,Northwestern,-2872
10/01/2011,Illinois,566
10/01/2011,Ball State,2194
10/01/2011,Oklahoma,6016
10/06/2011,Western Kentucky,1014
10/06/2011,Middle Tennessee,1760
10/06/2011,California,-402
10/06/2011,Oregon,1200
10/07/2011,Boise State,2686
10/07/2011,Fresno State,4746
10/08/2011,Illinois,584
10/08/2011,Indiana,-150
10/08/2011,Texas A+M,3710
10/08/2011,Texas Tech,358
10/08/2011,Syracuse,1242
10/08/2011,Tulane,-478
10/08/2011,Kansas,-1168
10/08/2011,Oklahoma State,1612
10/08/2011,Army,748
10/08/2011,Miami-Ohio,3524
10/08/2011,Florida,3310
10/08/2011,Louisiana State,3030
10/08/2011,Mississippi State,-4
10/08/2011,U-A-B,1496
10/08/2011,Maryland,2674
10/08/2011,Georgia Tech,-254
10/08/2011,Florida State,5724
10/08/2011,Wake Forest,-810
10/08/2011,Connecticut,1826
10/08/2011,West Virginia,3536
10/08/2011,Louisiana Tech,54
10/08/2011,Idaho,1182
10/08/2011,Missouri,818
10/08/2011,Kansas State,-826
10/08/2011,Southern Miss,4388
10/08/2011,Navy,658
10/08/2011,Minnesota,-882
10/08/2011,Purdue,296
10/08/2011,Michigan,6080
10/08/2011,Northwestern,-2892
10/08/2011,Georgia,6054
10/08/2011,Tennessee,4694
10/08/2011,Bowling Green,2762
10/08/2011,Western Michigan,3042
10/08/2011,Boston College,506
10/08/2011,Clemson,5512
10/08/2011,Memphis,-1918
10/08/2011,Rice,-2202
10/08/2011,Colorado,1398
10/08/2011,Stanford,-130
10/08/2011,Temple,-1934
10/08/2011,Ball State,2194
10/08/2011,Washington State,-594
10/08/2011,U.C.L.A.,3238
10/08/2011,Iowa,3656
10/08/2011,Penn State,5382
10/08/2011,Iowa State,-712
10/08/2011,Baylor,1438
10/08/2011,Nevada-Las Vegas,1394
10/08/2011,Nevada-Reno,2108
10/08/2011,Arizona State,3454
10/08/2011,Utah,3292
10/08/2011,Louisville,622
10/08/2011,North Carolina,3668
10/08/2011,Marshall,1480
10/08/2011,U-C-F,1434
10/08/2011,Arizona,2876
10/08/2011,Oregon State,-2758
10/08/2011,Kentucky,-1004
10/08/2011,South Carolina,598
10/08/2011,Texas Christian,-940
10/08/2011,San Diego State,24
10/08/2011,Auburn,4062
10/08/2011,Arkansas,4532
10/08/2011,Florida Intl,1290
10/08/2011,Akron,876
10/08/2011,Eastern Michigan,-2770
10/08/2011,Toledo,3634
10/08/2011,Troy,2098
10/08/2011,UL-Lafayette,-874
10/08/2011,Oklahoma,6034
10/08/2011,Texas,5282
10/08/2011,Central Michigan,4840
10/08/2011,No Carolina State,1590
10/08/2011,East Carolina,1020
10/08/2011,Houston,2624
10/08/2011,Florida Atlantic,1686
10/08/2011,North Texas,330
10/08/2011,Miami-Florida,5752
10/08/2011,Virginia Tech,4640
10/08/2011,San Jose State,2722
10/08/2011,Brigham Young,6710
10/08/2011,Air Force,3276
10/08/2011,Notre Dame,3188
10/08/2011,Vanderbilt,-3014
10/08/2011,Alabama,6160
10/08/2011,Arkansas State,-190
10/08/2011,UL-Monroe,74
10/08/2011,Ohio,-1048
10/08/2011,Buffalo,476
10/08/2011,Pittsburgh,4086
10/08/2011,Rutgers,240
10/08/2011,Wyoming,2120
10/08/2011,Utah State,-1076
10/08/2011,Kent State,-3230
10/08/2011,Northern Illinois,1156
10/08/2011,Ohio State,6304
10/08/2011,Nebraska,7168
10/13/2011,Southern Cal,5704
10/13/2011,California,-422
10/13/2011,San Diego State,24
10/13/2011,Air Force,3276
10/14/2011,Hawaii,3256
10/14/2011,San Jose State,2724
10/15/2011,Georgia Tech,-272
10/15/2011,Virginia,466
10/15/2011,South Florida,1882
10/15/2011,Connecticut,1836
10/15/2011,Buffalo,476
10/15/2011,Temple,-1934
10/15/2011,Miami-Florida,5772
10/15/2011,North Carolina,3648
10/15/2011,Florida State,5744
10/15/2011,Duke,-1838
10/15/2011,Kansas State,-826
10/15/2011,Texas Tech,358
10/15/2011,Louisville,622
10/15/2011,Cincinnati,-1320
10/15/2011,Colorado,1378
10/15/2011,Washington,4586
10/15/2011,Florida,3292
10/15/2011,Auburn,4080
10/15/2011,Oklahoma State,1612
10/15/2011,Texas,5282
10/15/2011,Baylor,1418
10/15/2011,Texas A+M,3730
10/15/2011,East Carolina,1040
10/15/2011,Memphis,-1938
10/15/2011,Miami-Ohio,3544
10/15/2011,Kent State,-3250
10/15/2011,Ohio State,6324
10/15/2011,Illinois,564
10/15/2011,Indiana,-170
10/15/2011,Wisconsin,1664
10/15/2011,Virginia Tech,4660
10/15/2011,Wake Forest,-830
10/15/2011,U-A-B,1476
10/15/2011,Tulsa,3250
10/15/2011,Oklahoma,6054
10/15/2011,Kansas,-1188
10/15/2011,U-C-F,1416
10/15/2011,S-M-U,1964
10/15/2011,Louisiana State,3030
10/15/2011,Tennessee,4694
10/15/2011,UTEP,-3276
10/15/2011,Tulane,-478
10/15/2011,Boise State,2706
10/15/2011,Colorado State,-846
10/15/2011,Ball State,2214
10/15/2011,Ohio,-1068
10/15/2011,Nevada-Las Vegas,1376
10/15/2011,Wyoming,2138
10/15/2011,Alabama,6180
10/15/2011,Mississippi,214
10/15/2011,Arizona State,3454
10/15/2011,Oregon,1200
10/15/2011,Navy,656
10/15/2011,Rutgers,242
10/15/2011,Utah,3294
10/15/2011,Pittsburgh,4084
10/15/2011,Western Kentucky,1016
10/15/2011,Florida Atlantic,1684
10/15/2011,Northwestern,-2912
10/15/2011,Iowa,3676
10/15/2011,Michigan,6080
10/15/2011,Michigan State,1314
10/15/2011,Brigham Young,6730
10/15/2011,Oregon State,-2778
10/15/2011,UL-Monroe,74
10/15/2011,Troy,2098
10/15/2011,Georgia,6074
10/15/2011,Vanderbilt,-3034
10/15/2011,North Texas,330
10/15/2011,UL-Lafayette,-874
10/15/2011,Eastern Michigan,-2770
10/15/2011,Central Michigan,4840
10/15/2011,Utah State,-1096
10/15/2011,Fresno State,4766
10/15/2011,South Carolina,616
10/15/2011,Mississippi State,-22
10/15/2011,Toledo,3654
10/15/2011,Bowling Green,2742
10/15/2011,Stanford,-112
10/15/2011,Washington State,-612
10/15/2011,Idaho,1182
10/15/2011,New Mexico State,-2330
10/15/2011,Purdue,276
10/15/2011,Penn State,5402
10/15/2011,Clemson,5532
10/15/2011,Maryland,2654
10/15/2011,New Mexico,-266
10/15/2011,Nevada-Reno,2128
10/15/2011,Rice,-2222
10/15/2011,Marshall,1500
10/15/2011,Western Michigan,3042
10/15/2011,Northern Illinois,1156
10/15/2011,Iowa State,-732
10/15/2011,Missouri,838
10/18/2011,Florida Intl,1290
10/18/2011,Arkansas State,-190
10/20/2011,U-C-F,1406
10/20/2011,U-A-B,1486
10/20/2011,U.C.L.A.,3228
10/20/2011,Arizona,2886
10/21/2011,West Virginia,3536
10/21/2011,Syracuse,1242
10/21/2011,Rutgers,232
10/21/2011,Louisville,632
10/22/2011,Northern Illinois,1174
10/22/2011,Buffalo,458
10/22/2011,Tulsa,3270
10/22/2011,Rice,-2242
10/22/2011,Colorado State,-846
10/22/2011,UTEP,-3276
10/22/2011,Illinois,554
10/22/2011,Purdue,286
10/22/2011,Texas Tech,358
10/22/2011,Oklahoma,6054
10/22/2011,Maryland,2634
10/22/2011,Florida State,5764
10/22/2011,Oregon State,-2778
10/22/2011,Washington State,-612
10/22/2011,Central Michigan,4840
10/22/2011,Ball State,2214
10/22/2011,UL-Lafayette,-894
10/22/2011,Western Kentucky,1036
10/22/2011,Kansas State,-816
10/22/2011,Kansas,-1198
10/22/2011,Utah,3294
10/22/2011,California,-422
10/22/2011,Cincinnati,-1320
10/22/2011,South Florida,1882
10/22/2011,Army,748
10/22/2011,Vanderbilt,-3034
10/22/2011,Wake Forest,-810
10/22/2011,Duke,-1858
10/22/2011,Oregon,1210
10/22/2011,Colorado,1368
10/22/2011,Marshall,1480
10/22/2011,Houston,2644
10/22/2011,Auburn,4080
10/22/2011,Louisiana State,3030
10/22/2011,Western Michigan,3042
10/22/2011,Eastern Michigan,-2770
10/22/2011,Temple,-1954
10/22/2011,Bowling Green,2762
10/22/2011,Washington,4586
10/22/2011,Stanford,-112
10/22/2011,No Carolina State,1610
10/22/2011,Virginia,446
10/22/2011,Middle Tennessee,1770
10/22/2011,Florida Atlantic,1674
10/22/2011,New Mexico,-268
10/22/2011,Texas Christian,-938
10/22/2011,Nebraska,7188
10/22/2011,Minnesota,-902
10/22/2011,Georgia Tech,-292
10/22/2011,Miami-Florida,5792
10/22/2011,East Carolina,1050
10/22/2011,Navy,646
10/22/2011,Indiana,-190
10/22/2011,Iowa,3696
10/22/2011,Arkansas,4552
10/22/2011,Mississippi,194
10/22/2011,Tennessee,4674
10/22/2011,Alabama,6200
10/22/2011,New Mexico State,-2350
10/22/2011,Hawaii,3276
10/22/2011,Louisiana Tech,74
10/22/2011,Utah State,-1116
10/22/2011,Air Force,3274
10/22/2011,Boise State,2708
10/22/2011,Fresno State,4766
10/22/2011,Nevada-Reno,2128
10/22/2011,Penn State,5422
10/22/2011,Northwestern,-2932
10/22/2011,Southern Cal,5724
10/22/2011,Notre Dame,3168
10/22/2011,Wisconsin,1654
10/22/2011,Michigan State,1324
10/22/2011,Oklahoma State,1630
10/22/2011,Missouri,820
10/22/2011,Miami-Ohio,3534
10/22/2011,Toledo,3664
10/22/2011,Texas A+M,3750
10/22/2011,Iowa State,-752
10/22/2011,Jacksonville St,1468
10/22/2011,Kentucky,-1004
10/22/2011,Idaho State,1266
10/22/2011,Brigham Young,6750
10/22/2011,S-M-U,1944
10/22/2011,Southern Miss,4408
10/22/2011,Memphis,-1938
10/22/2011,Tulane,-478
10/22/2011,Ohio,-1068
10/22/2011,Akron,876
10/22/2011,UL-Monroe,64
10/22/2011,North Texas,340
10/22/2011,Boston College,486
10/22/2011,Virginia Tech,4680
10/22/2011,North Carolina,3628
10/22/2011,Clemson,5552
10/25/2011,Troy,2098
10/25/2011,Florida Intl,1290
10/26/2011,Connecticut,1816
10/26/2011,Pittsburgh,4104
10/27/2011,Virginia,446
10/27/2011,Miami-Florida,5792
10/27/2011,Rice,-2262
10/27/2011,Houston,2664
10/28/2011,Brigham Young,6750
10/28/2011,Texas Christian,-938
10/29/2011,Iowa,3696
10/29/2011,Minnesota,-902
10/29/2011,Buffalo,438
10/29/2011,Miami-Ohio,3554
10/29/2011,West Virginia,3556
10/29/2011,Rutgers,212
10/29/2011,Central Michigan,4860
10/29/2011,Akron,856
10/29/2011,Baylor,1408
10/29/2011,Oklahoma State,1640
10/29/2011,Mississippi,174
10/29/2011,Auburn,4100
10/29/2011,Wisconsin,1634
10/29/2011,Ohio State,6344
10/29/2011,Air Force,3294
10/29/2011,New Mexico,-288
10/29/2011,Michigan State,1304
10/29/2011,Nebraska,7208
10/29/2011,Arizona,2866
10/29/2011,Washington,4606
10/29/2011,Virginia Tech,4700
10/29/2011,Duke,-1878
10/29/2011,Illinois,534
10/29/2011,Penn State,5442
10/29/2011,Oregon State,-2798
10/29/2011,Utah,3314
10/29/2011,Southern Miss,4428
10/29/2011,UTEP,-3296
10/29/2011,South Carolina,616
10/29/2011,Tennessee,4674
10/29/2011,No Carolina State,1590
10/29/2011,Florida State,5784
10/29/2011,Syracuse,1240
10/29/2011,Louisville,634
10/29/2011,Kansas,-1218
10/29/2011,Texas,5302
10/29/2011,Tulane,-498
10/29/2011,East Carolina,1070
10/29/2011,Boston College,486
10/29/2011,Maryland,2634
10/29/2011,Iowa State,-752
10/29/2011,Texas Tech,358
10/29/2011,Oklahoma,6074
10/29/2011,Kansas State,-836
10/29/2011,Nevada-Reno,2148
10/29/2011,New Mexico State,-2370
10/29/2011,Arkansas,4572
10/29/2011,Vanderbilt,-3054
10/29/2011,Washington State,-632
10/29/2011,Oregon,1230
10/29/2011,Western Kentucky,1056
10/29/2011,UL-Monroe,44
10/29/2011,Purdue,266
10/29/2011,Michigan,6100
10/29/2011,Georgia,6094
10/29/2011,Florida,3272
10/29/2011,Ball State,2194
10/29/2011,Western Michigan,3062
10/29/2011,Hawaii,3296
10/29/2011,Idaho,1162
10/29/2011,North Texas,338
10/29/2011,Arkansas State,-188
10/29/2011,California,-442
10/29/2011,U.C.L.A.,3248
10/29/2011,Colorado,1348
10/29/2011,Arizona State,3474
10/29/2011,S-M-U,1924
10/29/2011,Tulsa,3290
10/29/2011,Stanford,-112
10/29/2011,Southern Cal,5724
10/29/2011,Mississippi State,-2
10/29/2011,Kentucky,-1024
10/29/2011,Bowling Green,2762
10/29/2011,Kent State,-3250
10/29/2011,UL-Lafayette,-894
10/29/2011,Middle Tennessee,1770
10/29/2011,Missouri,820
10/29/2011,Texas A+M,3750
10/29/2011,Wake Forest,-830
10/29/2011,North Carolina,3648
10/29/2011,Clemson,5552
10/29/2011,Georgia Tech,-292
10/29/2011,Wyoming,2158
10/29/2011,San Diego State,4
10/29/2011,San Jose State,2724
10/29/2011,Louisiana Tech,74
10/29/2011,Fordham,1488
10/29/2011,Army,750
10/29/2011,Colorado State,-866
10/29/2011,Nevada-Las Vegas,1396
10/29/2011,Navy,626
10/29/2011,Notre Dame,3188
10/29/2011,Northwestern,-2932
10/29/2011,Indiana,-190
10/29/2011,U-A-B,1476
10/29/2011,Marshall,1490
10/29/2011,Memphis,-1958
10/29/2011,U-C-F,1426
11/01/2011,Northern Illinois,1174
11/01/2011,Toledo,3664
11/02/2011,Temple,-1974
11/02/2011,Ohio,-1048
11/03/2011,Florida State,5804
11/03/2011,Boston College,466
11/03/2011,Tulsa,3310
11/03/2011,U-C-F,1406
11/03/2011,Akron,836
11/03/2011,Miami-Ohio,3574
11/04/2011,Southern Cal,5744
11/04/2011,Colorado,1328
11/04/2011,Central Michigan,4860
11/04/2011,Kent State,-3250
11/05/2011,UL-Monroe,44
11/05/2011,UL-Lafayette,-894
11/05/2011,Utah,3332
11/05/2011,Arizona,2848
11/05/2011,Southern Miss,4448
11/05/2011,East Carolina,1050
11/05/2011,Louisiana State,3030
11/05/2011,Alabama,6200
11/05/2011,Florida Intl,1280
11/05/2011,Western Kentucky,1066
11/05/2011,Arizona State,3464
11/05/2011,U.C.L.A.,3258
11/05/2011,Purdue,246
11/05/2011,Wisconsin,1654
11/05/2011,Arkansas State,-188
11/05/2011,Florida Atlantic,1674
11/05/2011,Idaho,1162
11/05/2011,San Jose State,2724
11/05/2011,North Carolina,3648
11/05/2011,No Carolina State,1590
11/05/2011,New Mexico State,-2390
11/05/2011,Georgia,6114
11/05/2011,Louisiana Tech,74
11/05/2011,Fresno State,4766
11/05/2011,Washington State,-642
11/05/2011,California,-432
11/05/2011,Texas A+M,3730
11/05/2011,Oklahoma,6094
11/05/2011,Notre Dame,3208
11/05/2011,Wake Forest,-850
11/05/2011,Boise State,2728
11/05/2011,Nevada-Las Vegas,1376
11/05/2011,Mississippi,174
11/05/2011,Kentucky,-1024
11/05/2011,UTEP,-3316
11/05/2011,Rice,-2242
11/05/2011,Oregon,1230
11/05/2011,Washington,4606
11/05/2011,Kansas,-1236
11/05/2011,Iowa State,-734
11/05/2011,Cincinnati,-1320
11/05/2011,Pittsburgh,4104
11/05/2011,Troy,2098
11/05/2011,Navy,626
11/05/2011,South Florida,1882
11/05/2011,Rutgers,212
11/05/2011,Middle Tennessee,1750
11/05/2011,Tennessee,4694
11/05/2011,Virginia,446
11/05/2011,Maryland,2634
11/05/2011,Missouri,802
11/05/2011,Baylor,1426
11/05/2011,Stanford,-92
11/05/2011,Oregon State,-2818
11/05/2011,Texas Christian,-938
11/05/2011,Wyoming,2158
11/05/2011,Minnesota,-922
11/05/2011,Michigan State,1324
11/05/2011,Houston,2684
11/05/2011,U-A-B,1456
11/05/2011,Michigan,6100
11/05/2011,Iowa,3696
11/05/2011,South Carolina,596
11/05/2011,Arkansas,4592
11/05/2011,Army,730
11/05/2011,Air Force,3314
11/05/2011,Ball State,2214
11/05/2011,Eastern Michigan,-2790
11/05/2011,Northwestern,-2932
11/05/2011,Nebraska,7208
11/05/2011,Utah State,-1116
11/05/2011,Hawaii,3296
11/05/2011,Tulane,-518
11/05/2011,S-M-U,1944
11/05/2011,Duke,-1898
11/05/2011,Miami-Florida,5812
11/05/2011,Indiana,-210
11/05/2011,Ohio State,6364
11/05/2011,Vanderbilt,-3074
11/05/2011,Florida,3292
11/05/2011,Syracuse,1222
11/05/2011,Connecticut,1834
11/05/2011,Texas Tech,338
11/05/2011,Texas,5322
11/05/2011,New Mexico,-298
11/05/2011,San Diego State,14
11/05/2011,Louisville,634
11/05/2011,West Virginia,3556
11/05/2011,Kansas State,-856
11/05/2011,Oklahoma State,1660
11/05/2011,Tennessee-Martin,1380
11/05/2011,Mississippi State,-2
11/08/2011,Northern Illinois,1174
11/08/2011,Bowling Green,2762
11/08/2011,Western Michigan,3044
11/08/2011,Toledo,3682
11/09/2011,Miami-Ohio,3574
11/09/2011,Temple,-1974
11/10/2011,Houston,2704
11/10/2011,Tulane,-538
11/10/2011,Virginia Tech,4720
11/10/2011,Georgia Tech,-312
11/10/2011,Ohio,-1048
11/10/2011,Central Michigan,4860
11/11/2011,South Florida,1900
11/11/2011,Syracuse,1204
11/12/2011,Kent State,-3250
11/12/2011,Akron,836
11/12/2011,Arizona State,3464
11/12/2011,Washington State,-642
11/12/2011,Florida,3292
11/12/2011,South Carolina,596
11/12/2011,Buffalo,438
11/12/2011,Eastern Michigan,-2790
11/12/2011,UL-Lafayette,-912
11/12/2011,Arkansas State,-170
11/12/2011,Navy,626
11/12/2011,S-M-U,1944
11/12/2011,Kentucky,-1024
11/12/2011,Vanderbilt,-3074
11/12/2011,Oklahoma State,1680
11/12/2011,Texas Tech,318
11/12/2011,Alabama,6220
11/12/2011,Mississippi State,-22
11/12/2011,U-C-F,1386
11/12/2011,Southern Miss,4468
11/12/2011,Washington,4586
11/12/2011,Southern Cal,5764
11/12/2011,Baylor,1446
11/12/2011,Kansas,-1256
11/12/2011,Louisiana Tech,84
11/12/2011,Mississippi,164
11/12/2011,Florida Atlantic,1664
11/12/2011,Florida Intl,1290
11/12/2011,Texas A+M,3730
11/12/2011,Kansas State,-856
11/12/2011,Rutgers,214
11/12/2011,Army,728
11/12/2011,Marshall,1470
11/12/2011,Tulsa,3330
11/12/2011,Oregon,1250
11/12/2011,Stanford,-112
11/12/2011,Wyoming,2158
11/12/2011,Air Force,3314
11/12/2011,Idaho,1142
11/12/2011,Brigham Young,6770
11/12/2011,Nevada-Las Vegas,1376
11/12/2011,New Mexico,-298
11/12/2011,U.C.L.A.,3248
11/12/2011,Utah,3342
11/12/2011,Nebraska,7228
11/12/2011,Penn State,5422
11/12/2011,Western Kentucky,1046
11/12/2011,Louisiana State,3050
11/12/2011,West Virginia,3576
11/12/2011,Cincinnati,-1340
11/12/2011,Pittsburgh,4124
11/12/2011,Louisville,614
11/12/2011,Duke,-1918
11/12/2011,Virginia,466
11/12/2011,Middle Tennessee,1750
11/12/2011,UL-Monroe,44
11/12/2011,Wisconsin,1674
11/12/2011,Minnesota,-942
11/12/2011,Michigan,6120
11/12/2011,Illinois,514
11/12/2011,Wake Forest,-870
11/12/2011,Clemson,5572
11/12/2011,Hawaii,3296
11/12/2011,Nevada-Reno,2148
11/12/2011,San Diego State,34
11/12/2011,Colorado State,-886
11/12/2011,North Texas,338
11/12/2011,Troy,2098
11/12/2011,Michigan State,1324
11/12/2011,Iowa,3696
11/12/2011,Auburn,4080
11/12/2011,Georgia,6134
11/12/2011,Notre Dame,3226
11/12/2011,Maryland,2616
11/12/2011,San Jose State,2724
11/12/2011,Utah State,-1116
11/12/2011,Texas,5322
11/12/2011,Missouri,802
11/12/2011,No Carolina State,1590
11/12/2011,Boston College,466
11/12/2011,Arizona,2848
11/12/2011,Colorado,1328
11/12/2011,Texas Christian,-938
11/12/2011,Boise State,2728
11/12/2011,East Carolina,1050
11/12/2011,UTEP,-3316
11/12/2011,Oregon State,-2838
11/12/2011,California,-412
11/12/2011,U-A-B,1476
11/12/2011,Memphis,-1978
11/12/2011,Fresno State,4766
11/12/2011,New Mexico State,-2390
11/12/2011,Miami-Florida,5802
11/12/2011,Florida State,5814
11/12/2011,Tennessee,4684
11/12/2011,Arkansas,4602
11/12/2011,Ohio State,6364
11/12/2011,Purdue,246
11/12/2011,Rice,-2244
11/12/2011,Northwestern,-2930
11/15/2011,Ball State,2214
11/15/2011,Northern Illinois,1174
11/16/2011,Ohio,-1048
11/16/2011,Bowling Green,2762
11/16/2011,Western Michigan,3046
11/16/2011,Miami-Ohio,3572
11/17/2011,North Carolina,3628
11/17/2011,Virginia Tech,4740
11/17/2011,Marshall,1490
11/17/2011,Memphis,-1998
11/17/2011,Southern Miss,4468
11/17/2011,U-A-B,1476
11/18/2011,Toledo,3682
11/18/2011,Central Michigan,4860
11/18/2011,Oklahoma State,1680
11/18/2011,Iowa State,-734
11/19/2011,Miami-Florida,5822
11/19/2011,South Florida,1880
11/19/2011,Louisville,614
11/19/2011,Connecticut,1834
11/19/2011,Texas Tech,300
11/19/2011,Missouri,820
11/19/2011,New Mexico State,-2410
11/19/2011,Brigham Young,6790
11/19/2011,Louisiana State,3070
11/19/2011,Mississippi,144
11/19/2011,Fresno State,4786
11/19/2011,Hawaii,3276
11/19/2011,California,-422
11/19/2011,Stanford,-102
11/19/2011,Kansas State,-856
11/19/2011,Texas,5322
11/19/2011,Army,728
11/19/2011,Temple,-1974
11/19/2011,Iowa,3716
11/19/2011,Purdue,226
11/19/2011,Georgia Tech,-292
11/19/2011,Duke,-1938
11/19/2011,Penn State,5422
11/19/2011,Ohio State,6364
11/19/2011,Utah State,-1116
11/19/2011,Idaho,1142
11/19/2011,Western Kentucky,1064
11/19/2011,North Texas,320
11/19/2011,Florida Atlantic,1646
11/19/2011,Troy,2116
11/19/2011,Boston College,446
11/19/2011,Notre Dame,3246
11/19/2011,Mississippi State,-42
11/19/2011,Arkansas,4622
11/19/2011,Vanderbilt,-3094
11/19/2011,Tennessee,4704
11/19/2011,Wisconsin,1694
11/19/2011,Illinois,494
