GameDate,VisitingTeamName,VisitingTeamScore,HomeTeamName,HomeTeamScore,Line
11/06/1982,Pacific,31,Long Beach State,32,
11/06/1982,Minnesota,10,Ohio State,35,25
11/06/1982,Colorado,14,Missouri,35,14
11/06/1982,Indiana State,23,Louisville,35,
11/06/1982,Virginia,32,Georgia Tech,38,7
11/06/1982,Santa Clara,0,San Jose State,40,
11/06/1982,UL-Monroe,26,UL-Lafayette,40,
11/06/1982,California,0,Southern Cal,42,18
11/06/1982,Utah State,10,Utah,42,
11/06/1982,Florida,0,Georgia,44,4
11/06/1982,Tulane,14,Mississippi,45,7
11/06/1982,Wake Forest,26,Duke,46,9
11/06/1982,Oklahoma State,10,Nebraska,48,29
11/06/1982,Houston,0,Texas,50,8
11/06/1982,No Carolina State,0,Penn State,54,21
11/06/1982,West Texas A+M,21,Tulsa,59,
11/07/1982,Miami-Florida,17,Maryland,18,7
11/11/1982,West Virginia,44,Rutgers,17,-11
11/13/1982,Toledo,3,Kent State,0,
11/13/1982,San Jose State,31,Pacific,0,
11/13/1982,Pittsburgh,24,Army,6,-32
11/13/1982,Michigan State,26,Minnesota,7,1
11/13/1982,Georgia Tech,45,Wake Forest,7,-2
11/13/1982,Illinois,48,Indiana,7,-5
11/13/1982,Nebraska,48,Iowa State,10,-21
11/13/1982,Miami-Ohio,7,Northern Illinois,12,
11/13/1982,Washington,17,Arizona State,13,4
11/13/1982,North Texas,22,Richmond,13,
11/13/1982,Baylor,35,Rice,13,-10
11/13/1982,Florida,39,Kentucky,13,-14
11/13/1982,Georgia,19,Auburn,14,-6
11/13/1982,Penn State,24,Notre Dame,14,-6
11/13/1982,Ohio,7,Western Michigan,16,
11/13/1982,Oklahoma State,24,Kansas State,16,7
11/13/1982,Navy,14,South Carolina,17,4
11/13/1982,Tennessee,30,Mississippi,17,3
11/13/1982,Syracuse,13,Boston College,20,12
11/13/1982,Duke,16,No Carolina State,21,-1
11/13/1982,Texas,38,Texas Christian,21,-14
11/13/1982,Clemson,24,Maryland,22,3
11/13/1982,Eastern Michigan,7,Bowling Green,24,
11/13/1982,Ball State,13,Central Michigan,24,
11/13/1982,Nevada-Las Vegas,13,Long Beach State,24,
11/13/1982,Temple,17,Colgate,24,-10.5
11/13/1982,Wichita State,20,Wyoming,24,
11/13/1982,Virginia,14,North Carolina,27,27
11/13/1982,Louisiana State,24,Mississippi State,27,-8
11/13/1982,East Carolina,31,William + Mary,27,
11/13/1982,S-M-U,34,Texas Tech,27,-14
11/13/1982,Kansas,3,Colorado,28,-2
11/13/1982,Missouri State,7,Southern Illinois,28,
11/13/1982,Wisconsin,14,Iowa,28,3
11/13/1982,Ohio State,40,Northwestern,28,-27
11/13/1982,Louisiana Tech,19,UL-Lafayette,29,
11/13/1982,Colorado State,24,New Mexico,29,
11/13/1982,Southern Miss,38,Alabama,29,12
11/13/1982,Utah State,10,Boise State,30,
11/13/1982,New Mexico State,28,West Texas A+M,30,
11/13/1982,Utah,45,UTEP,30,
11/13/1982,Washington State,14,California,34,5
11/13/1982,Texas A+M,0,Arkansas,35,16
11/13/1982,Drake,42,Illinois State,35,
11/13/1982,Stanford,35,U.C.L.A.,38,8
11/13/1982,Missouri,14,Oklahoma,41,13
11/13/1982,Southern Cal,48,Arizona,41,-4
11/13/1982,Virginia Tech,0,Vanderbilt,45,5
11/13/1982,Montana State,14,Fresno State,45,
11/13/1982,Indiana State,14,Tulsa,48,
11/13/1982,Louisville,14,Florida State,49,34
11/13/1982,Morgan State,0,Cincinnati,52,
11/13/1982,Purdue,21,Michigan,52,21
11/13/1982,San Diego State,8,Brigham Young,58,
11/18/1982,Miami-Ohio,10,Cincinnati,20,
11/20/1982,Western Michigan,3,Eastern Michigan,3,
11/20/1982,Virginia Tech,14,Virginia Military,3,
11/20/1982,Louisiana Tech,13,Southern Miss,6,
11/20/1982,Indiana,13,Purdue,7,5
11/20/1982,Florida,21,Tulane,7,-13
11/20/1982,Houston,24,Texas Tech,7,-1
11/20/1982,UL-Lafayette,10,McNeese State,10,
11/20/1982,East Carolina,23,Temple,10,
11/20/1982,Brigham Young,17,Utah,12,
11/20/1982,Arizona,7,Oregon,13,-13
11/20/1982,Maryland,45,Virginia,14,-15
11/20/1982,Kansas,10,Missouri,16,15
11/20/1982,West Texas A+M,13,Southern Illinois,17,
11/20/1982,Arkansas,17,S-M-U,17,1
11/20/1982,William + Mary,28,Richmond,17,
11/20/1982,Iowa,24,Michigan State,18,-2
11/20/1982,Central Michigan,13,Northern Illinois,19,
11/20/1982,Louisville,38,Memphis,19,5
11/20/1982,Southern Cal,19,U.C.L.A.,20,-1
11/20/1982,Tulsa,38,North Texas,20,
11/20/1982,North Carolina,17,Duke,23,-13
11/20/1982,Texas,31,Baylor,23,-7
11/20/1982,Minnesota,0,Wisconsin,24,13
11/20/1982,South Carolina,6,Clemson,24,22
11/20/1982,Bowling Green,7,Long Beach State,24,
11/20/1982,Michigan,14,Ohio State,24,-1
11/20/1982,Kent State,20,Ohio,24,
11/20/1982,Washington,20,Washington State,24,-17
11/20/1982,Stanford,20,California,25,-7
11/20/1982,Syracuse,0,West Virginia,26,16
11/20/1982,Mississippi,10,Mississippi State,27,4
11/20/1982,Chattanooga,16,Vanderbilt,27,
11/20/1982,Kentucky,7,Tennessee,28,18
11/20/1982,Fresno State,30,Nevada-Las Vegas,28,
11/20/1982,Montana,10,Oregon State,30,
11/20/1982,Notre Dame,17,Air Force,30,-13
11/20/1982,Fullerton State,0,Pacific,31,
11/20/1982,Colorado,10,Kansas State,33,13
11/20/1982,Texas Christian,14,Texas A+M,34,5
11/20/1982,Holy Cross,10,Boston College,35,13.5
11/20/1982,Colorado State,10,San Diego State,38,
11/20/1982,Wyoming,32,UTEP,39,
11/20/1982,No Carolina State,3,Miami-Florida,41,14
11/20/1982,Hawaii,17,New Mexico,41,
11/20/1982,Iowa State,13,Oklahoma State,49,5
11/20/1982,Utah State,26,San Jose State,49,
11/20/1982,Rutgers,6,Pittsburgh,52,27
11/20/1982,Illinois State,17,Ball State,52,
11/20/1982,Florida State,21,Louisiana State,55,1
11/25/1982,Virginia,14,Virginia Tech,21,10
11/25/1982,Bowling Green,14,North Carolina,33,
11/25/1982,Texas A+M,16,Texas,53,13
11/26/1982,Pittsburgh,10,Penn State,19,7
11/26/1982,Oklahoma,24,Nebraska,28,8
11/27/1982,Oregon,7,Oregon State,6,-4
11/27/1982,Arkansas State,0,Memphis,12,
11/27/1982,Notre Dame,13,Southern Cal,17,8
11/27/1982,Clemson,21,Wake Forest,17,-22
11/27/1982,Cincinnati,13,Miami-Florida,19,17
11/27/1982,Alabama,22,Auburn,23,-5
11/27/1982,Arizona State,18,Arizona,28,-6
11/27/1982,Rice,21,Houston,28,17
11/27/1982,Tennessee,21,Vanderbilt,28,2
11/27/1982,Tulane,31,Louisiana State,28,20
11/27/1982,Oklahoma State,6,San Diego State,35,-5
11/27/1982,Georgia Tech,18,Georgia,38,20
11/27/1982,Fullerton State,23,Nevada-Las Vegas,42,
11/27/1982,Utah State,17,Long Beach State,44,
11/27/1982,Air Force,21,Hawaii,45,-3
12/04/1982,Florida,13,Florida State,10,2
12/04/1982,Nebraska,37,Hawaii,16,-24
12/04/1982,Army,7,Navy,24,9
12/04/1982,Arkansas,7,Texas,33,1
08/29/1983,Nebraska,44,Penn State,6,-5.5
09/01/1983,Houston,45,Rice,14,-14
09/02/1983,Syracuse,6,Temple,17,3
09/03/1983,Pittsburgh,13,Tennessee,3,-4
09/03/1983,Southern Illinois,38,Western Illinois,6,
09/03/1983,Marshall,3,Eastern Michigan,7,
09/03/1983,Eastern Illinois,38,Illinois State,7,
09/03/1983,North Carolina,24,South Carolina,8,-14
09/03/1983,UL-Monroe,9,Indiana State,10,
09/03/1983,Fullerton State,13,Boise State,10,
09/03/1983,Kent State,6,Akron,13,
09/03/1983,Air Force,34,Colorado State,13,-6
09/03/1983,Tulane,9,Mississippi State,14,8
09/03/1983,Pacific,21,Oregon,15,
09/03/1983,Utah,7,New Mexico,17,
09/03/1983,California,19,Texas A+M,17,6
09/03/1983,U.C.L.A.,8,Georgia,19,2
09/03/1983,New Mexico State,9,UTEP,20,
09/03/1983,Long Beach State,28,Kansas State,20,
09/03/1983,Missouri Southern,29,Wichita State,21,
09/03/1983,Louisville,6,S-M-U,24,
09/03/1983,Appalachian State,27,Wake Forest,25,
09/03/1983,Montana State,7,Washington State,27,
09/03/1983,Miami-Florida,3,Florida,28,3.5
09/03/1983,Nevada-Reno,18,Nevada-Las Vegas,28,
09/03/1983,Central Michigan,14,Kentucky,31,
09/03/1983,Richmond,3,Southern Miss,32,
09/03/1983,West Texas A+M,3,North Texas,32,
09/03/1983,San Diego State,9,Tulsa,34,
09/03/1983,Drake,10,Northern Iowa,34,
09/03/1983,South Dakota,13,Wyoming,34,
09/03/1983,Northern Illinois,37,Kansas,34,
09/03/1983,Mississippi,17,Memphis,37,
09/03/1983,Duke,30,Virginia,38,-7
09/03/1983,Rhode Island,26,Ball State,42,
09/03/1983,Western Carolina,10,Clemson,44,
09/03/1983,Morgan State,12,Boston College,45,
09/03/1983,East Carolina,46,Florida State,47,
09/03/1983,Oregon State,6,Arizona,50,24
09/03/1983,Ohio,3,West Virginia,55,
09/10/1983,Akron,13,Eastern Michigan,0,
09/10/1983,Washington,34,Northwestern,0,-16
09/10/1983,Cincinnati,14,Penn State,3,
09/10/1983,South Dakota State,20,Drake,3,
09/10/1983,Illinois State,27,Marshall,3,
09/10/1983,Abilene Christian,28,West Texas A+M,3,
09/10/1983,Wake Forest,13,Virginia Tech,6,11
09/10/1983,Notre Dame,52,Purdue,6,-9
09/10/1983,Miami-Florida,29,Houston,7,4.5
09/10/1983,Idaho State,12,UTEP,10,
09/10/1983,Ohio,17,Richmond,10,
09/10/1983,Iowa,51,Iowa State,10,-6.5
09/10/1983,Colgate,15,Army,13,1
09/10/1983,S-M-U,20,Grambling,13,
09/10/1983,Maryland,21,Vanderbilt,14,-4.5
09/10/1983,Western Michigan,21,Texas-Arlington,14,
09/10/1983,Oklahoma,27,Stanford,14,-12
09/10/1983,William + Mary,28,Virginia Military,14,
09/10/1983,Oregon State,51,Portland State,14,
09/10/1983,Louisiana Tech,7,New Mexico State,15,
09/10/1983,Duke,10,Indiana,15,-1
09/10/1983,Kansas,16,Texas Christian,16,2.5
09/10/1983,Eastern Illinois,14,Southern Illinois,17,
09/10/1983,Tulsa,14,Arkansas,17,10
09/10/1983,Minnesota,21,Rice,17,-3
09/10/1983,Florida,19,Southern Cal,19,7
09/10/1983,Fullerton State,25,Long Beach State,19,
09/10/1983,Georgia Tech,7,Alabama,20,18.5
09/10/1983,North Texas,13,Oklahoma State,20,
09/10/1983,Washington State,17,Michigan,20,15.5
09/10/1983,Connecticut,5,Rutgers,22,
09/10/1983,Kent State,10,Syracuse,22,
09/10/1983,No Carolina State,16,East Carolina,22,
09/10/1983,Colorado,17,Michigan State,23,10
09/10/1983,Miami-Ohio,3,South Carolina,24,
09/10/1983,Southern Miss,3,Auburn,24,8.5
09/10/1983,Memphis,10,North Carolina,24,23
09/10/1983,Wichita State,21,Ball State,25,
09/10/1983,Northern Iowa,0,Indiana State,26,
09/10/1983,Navy,16,Virginia,27,2
09/10/1983,Mississippi,23,Tulane,27,3
09/10/1983,Bowling Green,35,Fresno State,27,
09/10/1983,Texas Tech,13,Air Force,28,1.5
09/10/1983,California,14,San Diego State,28,
09/10/1983,Illinois,18,Missouri,28,2.5
09/10/1983,New Mexico,6,Tennessee,31,
09/10/1983,Oregon,6,Ohio State,31,23.5
09/10/1983,UL-Lafayette,6,UL-Monroe,31,
09/10/1983,Kansas State,12,Kentucky,31,1
09/10/1983,Clemson,16,Boston College,31,-5.5
09/10/1983,Nevada-Las Vegas,26,San Jose State,31,
09/10/1983,Colorado State,0,Hawaii,34,
09/10/1983,Temple,0,Pittsburgh,35,16
09/10/1983,Florida State,40,Louisiana State,35,5
09/10/1983,Northern Illinois,9,Wisconsin,37,
09/10/1983,Northern Michigan,15,Central Michigan,37,
09/10/1983,Utah,0,Arizona,38,
09/10/1983,Utah State,12,Arizona State,39,
09/10/1983,Brigham Young,36,Baylor,40,-1
09/10/1983,Western Kentucky,22,Louisville,41,
09/10/1983,Massachusetts,13,Toledo,45,
09/10/1983,Pacific,7,West Virginia,48,
09/10/1983,Wyoming,20,Nebraska,56,
09/17/1983,Baylor,20,UTEP,6,
09/17/1983,Toledo,31,Richmond,6,
09/17/1983,Arizona,45,Washington State,6,-7
09/17/1983,Texas,20,Auburn,7,2
09/17/1983,Nevada-Las Vegas,28,Pacific,7,
09/17/1983,Virginia Tech,17,Memphis,10,
09/17/1983,Louisiana State,24,Rice,10,-20.5
09/17/1983,Southern Cal,33,Oregon State,10,-22.5
09/17/1983,Western Michigan,14,Illinois State,13,
09/17/1983,Delaware,30,William + Mary,13,
09/17/1983,Nebraska,84,Minnesota,13,-28
09/17/1983,Air Force,7,Wyoming,14,
09/17/1983,Furman,17,Georgia Tech,14,
09/17/1983,Ohio State,24,Oklahoma,14,6.5
09/17/1983,Ball State,31,Ohio,14,
09/17/1983,Chattanooga,38,UL-Lafayette,14,
09/17/1983,Georgia,16,Clemson,16,-1.5
09/17/1983,New Mexico,0,Arkansas,17,
09/17/1983,West Texas A+M,0,McNeese State,17,
09/17/1983,Stanford,7,Illinois,17,6.5
09/17/1983,Indiana State,13,Florida,17,
09/17/1983,Oklahoma State,27,Cincinnati,17,
09/17/1983,Texas Christian,3,Kansas State,20,3
09/17/1983,Western Carolina,0,Wake Forest,21,
09/17/1983,James Madison,14,Virginia,21,
09/17/1983,Missouri,20,Wisconsin,21,-2
09/17/1983,Long Beach State,23,Hawaii,21,
09/17/1983,West Virginia,31,Maryland,21,1.5
09/17/1983,Boston College,42,Rutgers,22,-7.5
09/17/1983,Michigan State,28,Notre Dame,23,18.5
09/17/1983,Indiana,13,Kentucky,24,3.5
09/17/1983,Nevada-Reno,22,Fresno State,24,
09/17/1983,Fullerton State,25,Utah State,24,
09/17/1983,South Carolina,31,Duke,24,4
09/17/1983,Michigan,24,Washington,25,4.5
09/17/1983,Northwestern St(LA),19,Tulsa,26,
09/17/1983,Arizona State,26,U.C.L.A.,26,4
09/17/1983,San Diego State,24,Utah,27,
09/17/1983,Louisiana Tech,10,Southern Miss,28,
09/17/1983,Iowa State,26,Vanderbilt,29,11.5
09/17/1983,San Jose State,9,California,30,
09/17/1983,Colorado State,3,Colorado,31,
09/17/1983,Army,7,Louisville,31,
09/17/1983,Drake,14,Western Illinois,31,
09/17/1983,Florida State,28,Tulane,34,-11.5
09/17/1983,Iowa,42,Penn State,34,-2.5
09/17/1983,Northwestern,0,Syracuse,35,7
09/17/1983,Purdue,0,Miami-Florida,35,13.5
09/17/1983,Arkansas State,0,Texas A+M,38,
09/17/1983,Navy,10,Mississippi State,38,13.5
09/17/1983,Mississippi,0,Alabama,40,19
09/17/1983,Lamar,35,Houston,42,
09/17/1983,The Citadel,0,No Carolina State,45,
09/17/1983,Miami-Ohio,17,North Carolina,48,
09/17/1983,New Mexico State,3,North Texas,49,
09/17/1983,Murray State,25,East Carolina,50,
09/17/1983,S E Missouri St,7,Southern Illinois,56,
09/17/1983,Wichita State,6,Kansas,57,
09/17/1983,Bowling Green,28,Brigham Young,63,
09/23/1983,Oklahoma State,34,Texas A+M,15,3.5
09/24/1983,Wake Forest,31,Richmond,6,
09/24/1983,Northern Illinois,38,Kent State,7,
09/24/1983,Northwestern,10,Indiana,8,13.5
09/24/1983,Southern Illinois,52,Northern Iowa,9,
09/24/1983,Illinois,20,Michigan State,10,1
09/24/1983,San Jose State,23,Stanford,10,
09/24/1983,New Mexico,31,New Mexico State,10,
09/24/1983,Texas Tech,26,Baylor,11,7
09/24/1983,Florida,35,Mississippi State,12,-3.5
09/24/1983,Pittsburgh,7,Maryland,13,-4
09/24/1983,Arkansas,10,Mississippi,13,-10
09/24/1983,Dartmouth,12,Army,13,6.5
09/24/1983,Texas-Arlington,31,West Texas A+M,13,
09/24/1983,Virginia,26,No Carolina State,14,7
09/24/1983,Central Michigan,32,Western Michigan,14,
09/24/1983,Fresno State,34,Pacific,14,
09/24/1983,Auburn,37,Tennessee,14,-2
09/24/1983,Houston,14,Oregon,15,-10.5
09/24/1983,Utah State,10,Missouri,17,
09/24/1983,Rutgers,13,Syracuse,17,6
09/24/1983,Miami-Ohio,14,Bowling Green,17,
09/24/1983,S-M-U,21,Texas Christian,17,-13
09/24/1983,West Virginia,27,Boston College,17,-3.5
09/24/1983,Illinois State,36,Drake,17,
09/24/1983,Penn State,23,Temple,18,-8
09/24/1983,Notre Dame,0,Miami-Florida,20,0
09/24/1983,Ohio State,14,Iowa,20,-3
09/24/1983,Kansas,26,Southern Cal,20,21
09/24/1983,Purdue,32,Minnesota,20,-4.5
09/24/1983,Colorado State,17,Iowa State,21,
09/24/1983,Michigan,38,Wisconsin,21,-7.5
09/24/1983,UL-Lafayette,21,Rice,22,
09/24/1983,Alabama,44,Vanderbilt,24,-12.5
09/24/1983,North Texas,6,Texas,26,
09/24/1983,Tulane,14,Kentucky,26,2
09/24/1983,Fullerton State,10,Arizona,27,
09/24/1983,Wyoming,25,Kansas State,27,
09/24/1983,Virginia Military,0,Virginia Tech,28,
09/24/1983,Tulsa,18,Oklahoma,28,
09/24/1983,Hawaii,25,Utah,28,
09/24/1983,Brigham Young,46,Air Force,28,-3
09/24/1983,Lehigh,0,Navy,30,
09/24/1983,South Carolina,13,Georgia,31,14
09/24/1983,Eastern Michigan,14,Ohio,31,
09/24/1983,Cincinnati,23,Louisville,31,
09/24/1983,Central Missouri St,7,Indiana State,33,
09/24/1983,San Diego State,41,UTEP,33,
09/24/1983,Oregon State,14,Colorado,38,12.5
09/24/1983,Washington,14,Louisiana State,40,2
09/24/1983,Georgia Tech,14,Clemson,41,13
09/24/1983,Nevada-Las Vegas,28,Washington State,41,
09/24/1983,U.C.L.A.,10,Nebraska,42,17.5
09/24/1983,Ball State,7,Toledo,43,
09/24/1983,Wichita State,14,Arizona State,44,
09/24/1983,Texas A+M-Kingsville,10,Long Beach State,46,
09/24/1983,William + Mary,20,North Carolina,51,
10/01/1983,Wisconsin,49,Northwestern,0,-13
10/01/1983,Texas A+M,0,Texas Tech,3,1
10/01/1983,Angelo State,10,West Texas A+M,3,
10/01/1983,Notre Dame,27,Colorado,3,-9.5
10/01/1983,East Carolina,13,Missouri,6,
10/01/1983,Southern Miss,27,Mississippi,7,-2
10/01/1983,North Texas,18,New Mexico,8,
10/01/1983,Tulsa,0,Oklahoma State,9,
10/01/1983,Oklahoma,29,Kansas State,10,-15
10/01/1983,Kent State,7,Central Michigan,13,
10/01/1983,Northern Illinois,27,Ball State,14,
10/01/1983,Fullerton State,31,Pacific,14,
10/01/1983,Boston College,18,Temple,15,-11
10/01/1983,No Carolina State,38,Wake Forest,15,0
10/01/1983,New Mexico State,24,Iowa State,17,
10/01/1983,Vanderbilt,30,Tulane,17,1
10/01/1983,Florida,31,Louisiana State,17,1.5
10/01/1983,Miami-Florida,56,Duke,17,-12.5
10/01/1983,Western Michigan,20,Miami-Ohio,18,
10/01/1983,Mississippi State,7,Georgia,20,10.5
10/01/1983,Fresno State,12,Utah State,20,
10/01/1983,Bowling Green,26,Eastern Michigan,21,
10/01/1983,Nevada-Las Vegas,35,Oregon State,21,
10/01/1983,Arkansas,38,Texas Christian,21,-9
10/01/1983,North Carolina,38,Georgia Tech,21,-18
10/01/1983,Baylor,42,Houston,21,5.5
10/01/1983,Virginia,3,Maryland,23,11
10/01/1983,Army,21,Harvard,24,-2
10/01/1983,Pittsburgh,21,West Virginia,24,5.5
10/01/1983,Penn State,36,Rutgers,25,-12.5
10/01/1983,Yale,14,William + Mary,26,
10/01/1983,Navy,10,Washington,27,18.5
10/01/1983,Florida State,24,Auburn,27,4.5
10/01/1983,San Diego State,27,Hawaii,27,
10/01/1983,Southern Illinois,35,Arkansas State,28,
10/01/1983,Stanford,11,Arizona State,29,15.5
10/01/1983,Michigan State,29,Purdue,29,5
10/01/1983,Louisville,0,Virginia Tech,31,
10/01/1983,Ohio,0,Toledo,31,
10/01/1983,Utah,28,Colorado State,31,
10/01/1983,Iowa,0,Illinois,33,-5
10/01/1983,Arizona,33,California,33,-11.5
10/01/1983,Texas-Arlington,0,S-M-U,34,
10/01/1983,Brigham Young,37,U.C.L.A.,35,4.5
10/01/1983,Indiana State,20,Illinois State,37,
10/01/1983,Southern Cal,14,South Carolina,38,-8.5
10/01/1983,Rice,6,Texas,42,34.5
10/01/1983,Drake,0,Wichita State,43,
10/01/1983,Indiana,18,Michigan,43,21
10/01/1983,Memphis,13,Alabama,44,25
10/01/1983,Oregon,34,San Jose State,44,
10/01/1983,The Citadel,6,Tennessee,45,
10/01/1983,Cornell,20,Cincinnati,48,
10/01/1983,UTEP,17,Wyoming,49,
10/01/1983,Syracuse,7,Nebraska,63,
10/01/1983,Minnesota,18,Ohio State,69,32.5
10/08/1983,Michigan,42,Michigan State,0,-13.5
10/08/1983,Toledo,6,Bowling Green,3,
10/08/1983,Texas Christian,34,Rice,3,-6.5
10/08/1983,Fullerton State,14,Nevada-Reno,6,
10/08/1983,Notre Dame,30,South Carolina,6,-7.5
10/08/1983,Boston College,42,Yale,7,-28.5
10/08/1983,Nebraska,14,Oklahoma State,10,-26
10/08/1983,Georgia Tech,20,No Carolina State,10,5
10/08/1983,Utah State,27,Pacific,10,
10/08/1983,New Mexico,30,Texas Tech,10,
10/08/1983,Brigham Young,41,Wyoming,10,
10/08/1983,Georgia,36,Mississippi,11,-14.5
10/08/1983,Illinois,27,Wisconsin,15,-3
10/08/1983,Florida State,16,Pittsburgh,17,1
10/08/1983,William + Mary,21,Dartmouth,17,
10/08/1983,Boston University,26,Richmond,17,
10/08/1983,Air Force,44,Navy,17,-7.5
10/08/1983,East Carolina,21,UL-Lafayette,18,
10/08/1983,Louisiana State,6,Tennessee,20,-3
10/08/1983,Rutgers,12,Army,20,-10
10/08/1983,San Diego State,13,Long Beach State,20,
10/08/1983,Missouri,59,Colorado,20,-6.5
10/08/1983,U.C.L.A.,39,Stanford,21,-7.5
10/08/1983,Auburn,49,Kentucky,21,-10.5
10/08/1983,San Jose State,41,Fresno State,23,
10/08/1983,Eastern Michigan,3,Central Michigan,24,
10/08/1983,New Mexico State,10,Tulsa,24,
10/08/1983,California,17,Oregon,24,-6.5
10/08/1983,Illinois State,24,West Texas A+M,24,
10/08/1983,Western Michigan,3,Northern Illinois,27,
10/08/1983,Kent State,7,Miami-Ohio,27,
10/08/1983,Duke,14,Virginia Tech,27,7
10/08/1983,Drake,9,Southern Illinois,28,
10/08/1983,Oklahoma,16,Texas,28,4
10/08/1983,Tulane,25,Memphis,28,1.5
10/08/1983,Vanderbilt,10,Florida,29,16.5
10/08/1983,Houston,7,Texas A+M,30,-1
10/08/1983,Wake Forest,10,North Carolina,30,26
10/08/1983,Mississippi State,6,Southern Miss,31,2
10/08/1983,Temple,16,Cincinnati,31,
10/08/1983,Purdue,22,Ohio State,33,27
10/08/1983,Oregon State,7,Washington,34,32
10/08/1983,Syracuse,13,Maryland,34,21.5
10/08/1983,Wichita State,24,Texas-Arlington,34,
10/08/1983,Alabama,28,Penn State,34,-8
10/08/1983,UTEP,11,Utah,35,
10/08/1983,Ball State,14,Indiana State,35,
10/08/1983,Washington State,17,Southern Cal,38,10
10/08/1983,Minnesota,31,Indiana,38,9
10/08/1983,Kansas,35,Iowa State,38,-6
10/08/1983,Louisville,14,Miami-Florida,42,
10/08/1983,Virginia,21,Clemson,42,16
10/08/1983,Baylor,26,S-M-U,42,7.5
10/08/1983,Colorado State,21,Arizona,52,
10/08/1983,Northwestern,21,Iowa,61,34
10/15/1983,Hawaii,23,Nevada-Las Vegas,0,
10/15/1983,Notre Dame,42,Army,0,-29
10/15/1983,Texas,31,Arkansas,3,-9
10/15/1983,Penn State,17,Syracuse,6,-12
10/15/1983,Southern Illinois,24,Missouri State,6,
10/15/1983,Mississippi,20,Texas Christian,7,4.5
10/15/1983,Miami-Florida,31,Mississippi State,7,-13
10/15/1983,Central Michigan,14,Ohio,9,
10/15/1983,Boise State,7,Utah State,10,
10/15/1983,Miami-Ohio,9,Toledo,10,
10/15/1983,Oregon,19,Arizona,10,23
10/15/1983,Pittsburgh,55,Louisville,10,
10/15/1983,Fullerton State,20,San Jose State,11,
10/15/1983,Fresno State,31,Montana State,12,
10/15/1983,Virginia Tech,0,West Virginia,13,14.5
10/15/1983,Texas A+M,13,Baylor,13,3.5
10/15/1983,Ball State,17,Kent State,13,
10/15/1983,Georgia,20,Vanderbilt,13,-12.5
10/15/1983,Kentucky,21,Louisiana State,13,14
10/15/1983,Auburn,31,Georgia Tech,13,-14.5
10/15/1983,Nebraska,34,Missouri,13,-18.5
10/15/1983,Rice,3,Texas Tech,14,18
10/15/1983,U.C.L.A.,24,Washington State,14,-7.5
10/15/1983,Arizona State,34,Southern Cal,14,-1.5
10/15/1983,North Carolina,42,No Carolina State,14,-16.5
10/15/1983,Northern Illinois,34,Eastern Michigan,15,
10/15/1983,Long Beach State,28,Pacific,16,
10/15/1983,Ohio State,13,Illinois,17,-3.5
10/15/1983,San Diego State,15,Colorado State,17,
10/15/1983,UL-Lafayette,15,Tulane,17,
10/15/1983,Wisconsin,56,Minnesota,17,-15
10/15/1983,Oklahoma,21,Oklahoma State,20,-7.5
10/15/1983,Bowling Green,23,Western Michigan,20,
10/15/1983,Southern Miss,27,Memphis,20,-7
10/15/1983,Colorado,10,Iowa State,22,2.5
10/15/1983,Temple,10,East Carolina,24,
10/15/1983,Michigan State,12,Indiana,24,-1.5
10/15/1983,James Madison,21,William + Mary,24,
10/15/1983,Wichita State,22,Indiana State,24,
10/15/1983,Colgate,26,Rutgers,29,1.5
10/15/1983,Navy,37,Princeton,29,-17
10/15/1983,Kansas State,3,Kansas,31,4.5
10/15/1983,Purdue,14,Iowa,31,17.5
10/15/1983,U-C-F,26,Richmond,31,
10/15/1983,Clemson,38,Duke,31,-17
10/15/1983,Stanford,15,Washington,32,16.5
10/15/1983,Maryland,36,Wake Forest,33,-17.5
10/15/1983,Tennessee,41,Alabama,34,13
10/15/1983,Northwestern,0,Michigan,35,
10/15/1983,UTEP,25,Air Force,37,
10/15/1983,Virginia Military,10,Virginia,38,
10/15/1983,Illinois State,25,Tulsa,39,
10/15/1983,Drake,23,New Mexico State,42,
10/15/1983,Cincinnati,17,Florida State,43,
10/15/1983,Oregon State,19,California,45,20.5
10/15/1983,New Mexico,21,Brigham Young,66,
10/15/1983,Wyoming,14,Utah,69,
10/20/1983,Louisville,7,Florida State,51,30
10/22/1983,Washington,32,Oregon,3,-10
10/22/1983,Miami-Ohio,12,Central Michigan,7,
10/22/1983,Tulane,14,Southern Miss,7,14
10/22/1983,Miami-Florida,17,Cincinnati,7,
10/22/1983,San Jose State,18,Long Beach State,9,
10/22/1983,Toledo,37,Eastern Michigan,9,
10/22/1983,Oklahoma State,27,Kansas,10,-2.5
10/22/1983,Texas A+M,29,Rice,10,-16
10/22/1983,Missouri State,22,Drake,11,
10/22/1983,Lehigh,13,Army,12,
10/22/1983,Texas,15,S-M-U,12,-8
10/22/1983,Brigham Young,47,San Diego State,12,
10/22/1983,Pittsburgh,21,Navy,14,-21.5
10/22/1983,Colorado State,31,UTEP,15,
10/22/1983,Iowa,13,Michigan,16,7
10/22/1983,Temple,23,Delaware,16,
10/22/1983,Fresno State,17,Fullerton State,18,
10/22/1983,Minnesota,8,Northwestern,19,0
10/22/1983,South Carolina,6,Louisiana State,20,7.5
10/22/1983,California,16,U.C.L.A.,20,10
10/22/1983,Ohio,21,Kent State,20,
10/22/1983,Ball State,24,Western Michigan,20,
