GameDate,VisitingTeamName,VisitingTeamScore,HomeTeamName,HomeTeamScore,Line
10/22/1983,Tulsa,59,Texas Tech,20,
10/22/1983,Michigan State,11,Ohio State,21,22
10/22/1983,Vanderbilt,14,Mississippi,21,-3.5
10/22/1983,Washington State,31,Arizona State,21,21
10/22/1983,Southern Illinois,34,Indiana State,21,
10/22/1983,Illinois,35,Purdue,21,-10
10/22/1983,Houston,3,Arkansas,24,10
10/22/1983,East Carolina,17,Florida,24,
10/22/1983,Bowling Green,23,Northern Illinois,24,
10/22/1983,New Mexico,16,Hawaii,25,
10/22/1983,Southern Cal,6,Notre Dame,27,10
10/22/1983,No Carolina State,17,Clemson,27,16
10/22/1983,New Mexico State,7,Texas-Arlington,28,
10/22/1983,Utah State,10,Nevada-Las Vegas,28,
10/22/1983,Mississippi State,13,Auburn,28,18.5
10/22/1983,Northern Arizona,14,Pacific,28,
10/22/1983,Rutgers,35,William + Mary,28,
10/22/1983,Illinois State,34,Nicholls State,29,
10/22/1983,Lamar,6,UL-Lafayette,31,
10/22/1983,Arizona,22,Stanford,31,-13
10/22/1983,West Texas A+M,30,Wichita State,31,
10/22/1983,Utah,31,Air Force,33,
10/22/1983,Georgia Tech,3,Tennessee,37,11
10/22/1983,Kansas State,0,Missouri,38,18
10/22/1983,Richmond,0,Virginia Tech,38,
10/22/1983,Duke,3,Maryland,38,18
10/22/1983,Virginia,34,Wake Forest,38,1.5
10/22/1983,West Virginia,23,Penn State,41,-4
10/22/1983,Indiana,14,Wisconsin,45,13
10/22/1983,Kentucky,21,Georgia,47,16
10/22/1983,Iowa State,11,Oklahoma,49,22.5
10/22/1983,Colgate,29,Wyoming,49,
10/22/1983,Texas Christian,21,Baylor,56,7.5
10/22/1983,Colorado,19,Nebraska,69,
10/29/1983,Tennessee,7,Rutgers,0,-16.5
10/29/1983,Northern Illinois,17,Miami-Ohio,0,
10/29/1983,S-M-U,10,Texas A+M,7,-8
10/29/1983,Memphis,24,Vanderbilt,7,7
10/29/1983,Southern Cal,19,California,9,-1
10/29/1983,Syracuse,10,Pittsburgh,13,19
10/29/1983,Cincinnati,13,Kentucky,13,
10/29/1983,Indiana State,17,Eastern Illinois,13,
10/29/1983,Western Michigan,16,Ohio,14,
10/29/1983,Oklahoma State,40,Colorado,14,-14.5
10/29/1983,Central Michigan,14,Bowling Green,15,
10/29/1983,Michigan,6,Illinois,16,-1.5
10/29/1983,Eastern Washington,20,Long Beach State,17,
10/29/1983,Missouri,41,Iowa State,18,-15
10/29/1983,Idaho,31,Pacific,19,
10/29/1983,Richmond,35,Virginia Military,19,
10/29/1983,Texas Tech,3,Texas,20,29.5
10/29/1983,West Virginia,3,Miami-Florida,20,8
10/29/1983,East Tennessee St,9,East Carolina,21,
10/29/1983,Houston,28,Texas Christian,21,-2.5
10/29/1983,Oregon,7,Washington State,24,7
10/29/1983,Wake Forest,17,Clemson,24,18
10/29/1983,Tulane,18,Baylor,24,8
10/29/1983,New Mexico,24,Colorado State,25,
10/29/1983,UTEP,24,Hawaii,25,
10/29/1983,Nebraska,51,Kansas State,25,
10/29/1983,Florida State,29,Arizona State,26,1.5
10/29/1983,Penn State,17,Boston College,27,-2
10/29/1983,Louisiana State,24,Mississippi,27,-8
10/29/1983,Washington,24,U.C.L.A.,27,-3
10/29/1983,San Diego State,10,Nevada-Las Vegas,28,
10/29/1983,Navy,12,Notre Dame,28,26
10/29/1983,Florida,21,Auburn,28,2.5
10/29/1983,North Carolina,26,Maryland,28,-3
10/29/1983,Cal-San Luis Obispo,7,Fresno State,30,
10/29/1983,Wichita State,19,Tulsa,30,
10/29/1983,UL-Lafayette,3,Southern Miss,31,
10/29/1983,Temple,14,Georgia,31,24
10/29/1983,No Carolina State,17,South Carolina,31,5.5
10/29/1983,Stanford,18,Oregon State,31,-14
10/29/1983,Georgia Tech,26,Duke,32,0
10/29/1983,Eastern Michigan,20,Ball State,33,
10/29/1983,Minnesota,10,Michigan State,34,15.5
10/29/1983,Rice,0,Arkansas,35,26
10/29/1983,Mississippi State,18,Alabama,35,19.5
10/29/1983,West Texas A+M,26,Drake,36,
10/29/1983,Kent State,34,Toledo,37,
10/29/1983,Utah State,34,Brigham Young,38,
10/29/1983,New Mexico State,3,Southern Illinois,41,
10/29/1983,Army,20,Air Force,41,21.5
10/29/1983,Fullerton State,10,Idaho State,43,
10/29/1983,Western Illinois,7,Illinois State,45,
10/29/1983,Kansas,14,Oklahoma,45,25
10/29/1983,Wisconsin,27,Ohio State,45,11.5
10/29/1983,Northwestern,17,Purdue,48,19.5
10/29/1983,Indiana,3,Iowa,49,23
10/29/1983,William + Mary,21,Virginia Tech,59,
11/03/1983,Virginia,27,Georgia Tech,31,-1.5
11/05/1983,Michigan State,9,Northwestern,3,-13.5
11/05/1983,Texas,9,Houston,3,-19.5
11/05/1983,Clemson,16,North Carolina,3,6.5
11/05/1983,Southern Miss,27,Louisville,3,
11/05/1983,Syracuse,14,Navy,7,1
11/05/1983,Nevada-Las Vegas,20,Fresno State,7,
11/05/1983,Kentucky,17,Vanderbilt,8,3
11/05/1983,Washington State,27,Oregon State,9,-14
11/05/1983,Brigham Young,31,UTEP,9,
11/05/1983,Oklahoma,0,Missouri,10,-3.5
11/05/1983,Florida,9,Georgia,10,0
11/05/1983,Texas Christian,10,Texas Tech,10,7
11/05/1983,Virginia Tech,26,Tulane,10,-1.5
11/05/1983,East Carolina,7,Miami-Florida,12,
11/05/1983,Tulsa,22,Drake,13,
11/05/1983,U.C.L.A.,24,Oregon,13,-11.5
11/05/1983,Memphis,30,Mississippi State,13,3
11/05/1983,Ohio,17,Miami-Ohio,14,
11/05/1983,Boston College,34,Army,14,-22
11/05/1983,Iowa,34,Wisconsin,14,-6.5
11/05/1983,Long Beach State,38,Montana,14,
11/05/1983,Toledo,20,Western Michigan,16,
11/05/1983,Pittsburgh,21,Notre Dame,16,6.5
11/05/1983,Wyoming,10,New Mexico,17,
11/05/1983,Ohio State,56,Indiana,17,-23
11/05/1983,Rutgers,7,Cincinnati,18,
11/05/1983,Rice,6,S-M-U,20,35
11/05/1983,Kansas State,21,Oklahoma State,20,21
11/05/1983,Indiana State,31,West Texas A+M,20,
11/05/1983,Baylor,24,Arkansas,21,7
11/05/1983,Duke,31,Wake Forest,21,4.5
11/05/1983,San Jose State,15,Utah State,22,
11/05/1983,Washington,23,Arizona,22,1
11/05/1983,Colorado,34,Kansas,23,12
11/05/1983,Illinois,50,Minnesota,23,-29.5
11/05/1983,William + Mary,48,Marshall,24,
11/05/1983,Arizona State,24,California,26,-8.5
11/05/1983,Alabama,32,Louisiana State,26,-7
11/05/1983,Temple,9,West Virginia,27,18
11/05/1983,Illinois State,26,Southern Illinois,28,
11/05/1983,Stanford,7,Southern Cal,30,12
11/05/1983,Northern Illinois,14,Central Michigan,30,
11/05/1983,James Madison,0,Richmond,32,
11/05/1983,Appalachian State,7,No Carolina State,33,
11/05/1983,Pacific,24,Nevada-Reno,34,
11/05/1983,Maryland,23,Auburn,35,7
11/05/1983,Eastern Michigan,13,Kent State,37,
11/05/1983,Brown,21,Penn State,38,41
11/05/1983,Northern Colorado,20,Colorado State,41,
11/05/1983,Purdue,10,Michigan,42,19
11/05/1983,Hawaii,10,Air Force,45,
11/05/1983,Ball State,30,Bowling Green,45,
11/05/1983,South Carolina,30,Florida State,45,14
11/05/1983,Fullerton State,20,Utah,47,
11/05/1983,Wichita State,28,New Mexico State,62,
11/05/1983,Iowa State,29,Nebraska,72,
11/10/1983,No Carolina State,26,Duke,27,1.5
11/12/1983,Nevada-Las Vegas,13,Fullerton State,0,
11/12/1983,Indiana State,38,Drake,0,
11/12/1983,Fresno State,7,Long Beach State,3,
11/12/1983,Iowa,12,Michigan State,6,-17
11/12/1983,Auburn,13,Georgia,7,-1
11/12/1983,Oregon,16,Stanford,7,3
11/12/1983,Mississippi,13,Tennessee,10,13.5
11/12/1983,Central Michigan,38,Ball State,10,
11/12/1983,Memphis,43,Cincinnati,10,
11/12/1983,Michigan,58,Minnesota,10,
11/12/1983,Miami-Ohio,24,Eastern Michigan,12,
11/12/1983,Western Michigan,21,Kent State,13,
11/12/1983,California,6,Washington State,16,3.5
11/12/1983,Oklahoma State,10,Missouri,16,6.5
11/12/1983,Miami-Florida,17,Florida State,16,-3
11/12/1983,North Carolina,14,Virginia,17,-17
11/12/1983,Texas Christian,14,Texas,20,28
11/12/1983,Bowling Green,24,Ohio,20,
11/12/1983,Boston College,10,Syracuse,21,-10
11/12/1983,Vanderbilt,10,Virginia Tech,21,10.5
11/12/1983,Utah,17,Utah State,21,
11/12/1983,Wyoming,33,San Diego State,21,
11/12/1983,Southern Cal,0,Washington,24,6
11/12/1983,Colorado State,6,Brigham Young,24,
11/12/1983,Kentucky,7,Florida,24,18
11/12/1983,Louisville,7,Temple,24,
11/12/1983,Toledo,10,Northern Illinois,26,
11/12/1983,Pacific,30,San Jose State,26,
11/12/1983,Mississippi State,45,Louisiana State,26,10
11/12/1983,U.C.L.A.,24,Arizona,27,-1.5
11/12/1983,Iowa State,49,Kansas State,27,4
11/12/1983,Southern Illinois,6,Wichita State,28,
11/12/1983,Southern Miss,16,Alabama,28,11.5
11/12/1983,Navy,7,South Carolina,31,10
11/12/1983,West Texas A+M,16,Tulsa,31,
11/12/1983,Texas Tech,7,S-M-U,33,16.5
11/12/1983,Missouri State,7,Illinois State,34,
11/12/1983,Notre Dame,30,Penn State,34,-1.5
11/12/1983,UTEP,0,New Mexico,35,
11/12/1983,Rutgers,7,West Virginia,35,22
11/12/1983,Arkansas,23,Texas A+M,36,0
11/12/1983,Oregon State,3,Arizona State,38,29.5
11/12/1983,Army,7,Pittsburgh,38,31
11/12/1983,Wisconsin,42,Purdue,38,-4.5
11/12/1983,William + Mary,6,East Carolina,40,
11/12/1983,Colorado,28,Oklahoma,41,28
11/12/1983,Richmond,14,Colgate,43,
11/12/1983,Rice,14,Baylor,48,21.5
11/12/1983,McNeese State,16,UL-Lafayette,48,
11/12/1983,Indiana,21,Illinois,49,31.5
11/12/1983,Maryland,27,Clemson,52,1.5
11/12/1983,Northwestern,7,Ohio State,55,
11/12/1983,Kansas,13,Nebraska,67,
11/19/1983,Oregon State,0,Oregon,0,13.5
11/19/1983,Tennessee,10,Kentucky,0,-5
11/19/1983,S-M-U,17,Arkansas,0,-6.5
11/19/1983,Virginia Tech,48,Virginia,0,-4.5
11/19/1983,East Carolina,10,Southern Miss,6,
11/19/1983,Washington State,17,Washington,6,10.5
11/19/1983,Maryland,29,No Carolina State,6,-10
11/19/1983,Louisiana State,20,Tulane,7,-3
11/19/1983,Oklahoma State,30,Iowa State,7,-11.5
11/19/1983,Boston College,47,Holy Cross,7,-12.5
11/19/1983,Central Michigan,34,Toledo,8,
11/19/1983,Texas A+M,20,Texas Christian,10,-8
11/19/1983,Louisiana Tech,9,UL-Lafayette,13,
11/19/1983,Clemson,22,South Carolina,13,-8
11/19/1983,Cincinnati,10,Miami-Ohio,14,
11/19/1983,Eastern Michigan,10,Western Michigan,14,
11/19/1983,Arkansas State,14,Memphis,14,
11/19/1983,U.C.L.A.,27,Southern Cal,17,-3
11/19/1983,Long Beach State,24,Nevada-Las Vegas,21,
11/19/1983,Air Force,23,Notre Dame,22,12
11/19/1983,Mississippi,24,Mississippi State,23,-1.5
11/19/1983,Temple,24,Rutgers,23,-1
11/19/1983,Richmond,15,William + Mary,24,
11/19/1983,San Jose State,17,Arizona State,24,
11/19/1983,Baylor,21,Texas,24,13
11/19/1983,Ohio State,21,Michigan,24,2.5
11/19/1983,Penn State,24,Pittsburgh,24,5
11/19/1983,Illinois,56,Northwestern,24,-30
11/19/1983,West Texas A+M,24,New Mexico State,26,
11/19/1983,West Virginia,16,Syracuse,27,-8.5
11/19/1983,Northern Arizona,22,Fresno State,30,
11/19/1983,Purdue,31,Indiana,30,-6.5
11/19/1983,Pacific,21,Hawaii,31,
11/19/1983,Michigan State,0,Wisconsin,32,9
11/19/1983,San Diego State,14,New Mexico,34,
11/19/1983,Duke,27,North Carolina,34,15
11/19/1983,Missouri,27,Kansas,37,-16
11/19/1983,Kent State,3,Bowling Green,38,
11/19/1983,Kansas State,21,Colorado,38,2
11/19/1983,Weber State,34,UTEP,40,
11/19/1983,Ohio,17,Northern Illinois,41,
11/19/1983,Colorado State,17,Wyoming,42,
11/19/1983,Texas Tech,41,Houston,43,8
11/19/1983,Wake Forest,33,Georgia Tech,49,2.5
11/19/1983,Utah,7,Brigham Young,55,
11/19/1983,Minnesota,10,Iowa,61,34
11/24/1983,Memphis,45,Louisville,7,
11/25/1983,Utah State,3,Long Beach State,6,
11/25/1983,Alabama,13,Boston College,20,-3
11/25/1983,Army,13,Navy,42,10
11/26/1983,Air Force,38,San Diego State,7,
11/26/1983,Arkansas,16,Texas Tech,13,-4.5
11/26/1983,Wyoming,31,Hawaii,13,
11/26/1983,Texas,45,Texas A+M,13,-8.5
11/26/1983,Arizona,17,Arizona State,15,1.5
11/26/1983,UL-Lafayette,25,San Jose State,21,
11/26/1983,Nebraska,28,Oklahoma,21,-14
11/26/1983,Georgia,27,Georgia Tech,24,-14.5
11/26/1983,Houston,12,S-M-U,34,12
11/26/1983,Vanderbilt,24,Tennessee,34,11
11/27/1983,Eastern Illinois,13,Indiana State,16,
11/27/1983,California,27,Stanford,18,-2.5
12/03/1983,Oklahoma,21,Hawaii,17,-21
12/03/1983,Indiana State,7,Southern Illinois,23,
12/03/1983,Alabama,20,Auburn,23,5
12/03/1983,Florida State,14,Florida,53,4.5
12/10/1983,Nevada-Reno,7,Southern Illinois,23,
12/17/1983,Southern Illinois,43,Western Carolina,7,
08/27/1984,Auburn,18,Miami-Florida,20,-3
09/01/1984,Mississippi State,30,Tulane,3,2.5
09/01/1984,UL-Lafayette,7,Chattanooga,9,
09/01/1984,Missouri State,17,Drake,12,
09/01/1984,New Mexico State,0,San Jose State,14,
09/01/1984,Brigham Young,20,Pittsburgh,14,9
09/01/1984,Arkansas State,2,Memphis,17,
09/01/1984,UTEP,17,Texas A+M,20,
09/01/1984,Fresno State,27,Arizona,22,
09/01/1984,Southern Illinois,10,Tulsa,23,
09/01/1984,Murray State,26,Louisville,23,
09/01/1984,Northwestern,16,Illinois,24,29
09/01/1984,Akron,17,Kent State,24,
09/01/1984,Fullerton State,27,Boise State,25,
09/01/1984,Ball State,10,Massachusetts,26,
09/01/1984,Eastern Michigan,7,Youngstown State,31,
09/01/1984,South Dakota,13,Wyoming,31,
09/01/1984,Texas State,38,Wichita State,31,
09/01/1984,Florida,20,Miami-Florida,32,5.5
09/01/1984,San Diego State,16,Air Force,34,17.5
09/01/1984,Washington State,27,Tennessee,34,4
09/01/1984,Ohio,0,West Virginia,38,
09/01/1984,Appalachian State,7,Clemson,40,
09/01/1984,West Texas A+M,33,Northern Illinois,40,
09/01/1984,Wayne State,6,Indiana State,42,
09/01/1984,Western Carolina,24,Boston College,44,
09/01/1984,Northern Michigan,22,Central Michigan,45,
09/01/1984,East Carolina,17,Florida State,48,13.5
09/01/1984,Weber State,16,Utah,52,
09/01/1984,Lincoln,0,Illinois State,54,
09/08/1984,Clemson,55,Virginia,0,-14
09/08/1984,Toledo,20,Ball State,2,
09/08/1984,Oklahoma State,45,Arizona State,3,4.5
09/08/1984,Syracuse,23,Maryland,7,7
09/08/1984,Nevada-Reno,7,Pacific,12,
09/08/1984,Fullerton State,21,Hawaii,13,
09/08/1984,Colorado State,9,Mississippi State,14,
09/08/1984,Rutgers,12,Penn State,15,19
09/08/1984,U.C.L.A.,18,San Diego State,15,-19
09/08/1984,Idaho State,14,UTEP,16,
09/08/1984,UL-Lafayette,17,Louisiana Tech,16,
09/08/1984,East Carolina,0,Temple,17,
09/08/1984,Miami-Ohio,13,Western Michigan,17,
09/08/1984,Stanford,7,Oklahoma,19,17
09/08/1984,Virginia Tech,21,Wake Forest,20,-10
09/08/1984,Louisiana State,21,Florida,21,3
09/08/1984,Michigan State,24,Colorado,21,-6
09/08/1984,Fresno State,37,Boise State,21,
09/08/1984,Memphis,6,Mississippi,22,1
09/08/1984,Miami-Florida,14,Michigan,22,1.5
09/08/1984,Oregon State,14,Ohio State,22,24
09/08/1984,California,13,Arizona,23,4
09/08/1984,Notre Dame,21,Purdue,23,-20
09/08/1984,Eastern Illinois,17,Indiana State,24,
09/08/1984,Northwestern,0,Washington,26,25
09/08/1984,Kansas State,14,Vanderbilt,26,7
09/08/1984,Southern Miss,19,Georgia,26,9
09/08/1984,Northern Illinois,14,Wisconsin,27,
09/08/1984,West Texas A+M,19,Texas-Arlington,27,
09/08/1984,Long Beach State,17,Oregon,28,
09/08/1984,Akron,27,Cincinnati,28,
09/08/1984,Northern Iowa,33,Drake,28,
09/08/1984,Louisville,6,West Virginia,30,26
09/08/1984,San Jose State,15,Nevada-Las Vegas,30,
09/08/1984,Missouri,24,Illinois,30,-1
09/08/1984,Wichita State,7,Kansas,31,
09/08/1984,The Citadel,24,South Carolina,31,
09/08/1984,Indiana,24,Duke,31,5
09/08/1984,Rice,24,Minnesota,31,3
09/08/1984,Boston College,38,Alabama,31,5.5
09/08/1984,Southern Illinois,7,Illinois State,35,
09/08/1984,Kent State,0,Kentucky,42,
09/08/1984,Utah State,7,Southern Cal,42,
09/08/1984,Wyoming,7,Nebraska,42,
09/08/1984,Utah,40,Washington State,42,
09/08/1984,Ohio,6,No Carolina State,43,
09/08/1984,Baylor,13,Brigham Young,47,6
09/08/1984,Richmond,28,Bowling Green,55,
09/08/1984,Iowa State,21,Iowa,59,24
09/08/1984,New Mexico State,21,New Mexico,61,
09/08/1984,Northern Colorado,7,Air Force,75,
09/15/1984,UL-Monroe,7,UL-Lafayette,6,
09/15/1984,West Virginia,14,Virginia Tech,7,-1
09/15/1984,S-M-U,41,Louisville,7,-24.5
09/15/1984,Arizona,27,Oregon State,8,-10
09/15/1984,Hawaii,3,Colorado State,10,
09/15/1984,Temple,9,Rutgers,10,2
09/15/1984,Oklahoma,42,Pittsburgh,10,0
09/15/1984,Washington,20,Michigan,11,5.5
09/15/1984,Syracuse,13,Northwestern,12,-14
09/15/1984,Cal-San Luis Obispo,0,Fresno State,14,
09/15/1984,Mississippi,14,Arkansas,14,6
09/15/1984,Vanderbilt,23,Maryland,14,6.5
09/15/1984,Kentucky,48,Indiana,14,-6.5
09/15/1984,Alabama,6,Georgia Tech,16,-10.5
09/15/1984,Florida State,42,Kansas,16,-16
09/15/1984,East Carolina,12,Central Michigan,17,
09/15/1984,Appalachian State,13,Wake Forest,17,
09/15/1984,Penn State,20,Iowa,17,7
09/15/1984,Miami-Florida,28,Purdue,17,-13
09/15/1984,Ohio,31,Ball State,17,
09/15/1984,Texas Christian,62,Utah State,18,
09/15/1984,Notre Dame,24,Michigan State,20,-7
09/15/1984,Drake,17,Iowa State,21,
09/15/1984,Nevada-Las Vegas,28,New Mexico State,21,
09/15/1984,Long Beach State,17,U.C.L.A.,23,
09/15/1984,Youngstown State,27,Cincinnati,23,
09/15/1984,Eastern Michigan,17,Marshall,24,
09/15/1984,Western Illinois,34,Southern Illinois,24,
09/15/1984,Air Force,20,Wyoming,26,
09/15/1984,West Texas A+M,0,New Mexico,27,
09/15/1984,Colorado,20,Oregon,27,3
09/15/1984,Utah,21,Tennessee,27,
09/15/1984,Idaho,7,Fullerton State,28,
09/15/1984,Pacific,12,California,28,
09/15/1984,Tennessee Tech,12,Kansas State,28,
09/15/1984,Miami-Ohio,17,Houston,30,
09/15/1984,Navy,33,North Carolina,30,16
09/15/1984,Furman,34,No Carolina State,30,
09/15/1984,Bowling Green,14,Oklahoma State,31,
09/15/1984,Louisiana Tech,0,Southern Miss,34,
09/15/1984,Illinois,19,Stanford,34,-6
09/15/1984,Wisconsin,35,Missouri,34,7.5
09/15/1984,Virginia Military,7,Virginia,35,
09/15/1984,Auburn,27,Texas,35,-1.5
09/15/1984,Minnesota,7,Nebraska,38,38
09/15/1984,Tulsa,15,Brigham Young,38,16
09/15/1984,Illinois State,14,Western Michigan,41,
09/15/1984,Colgate,15,Army,41,-3.5
09/15/1984,Washington State,0,Ohio State,44,8
09/15/1984,Texas-Arlington,7,Texas Tech,44,
09/15/1984,Wichita State,7,Louisiana State,47,
09/15/1984,San Jose State,0,Arizona State,48,
09/15/1984,UTEP,2,San Diego State,51,
09/15/1984,Tulane,21,Florida,63,20
09/22/1984,Arkansas State,19,Southern Illinois,0,
09/22/1984,Rutgers,19,Syracuse,0,7.5
09/22/1984,Southern Cal,6,Arizona State,3,-1.5
09/22/1984,Florida State,38,Miami-Florida,3,2
09/22/1984,Nebraska,42,U.C.L.A.,3,-10
09/22/1984,McNeese State,24,West Texas A+M,7,
09/22/1984,Virginia,21,Navy,9,6.5
09/22/1984,Bowling Green,41,Miami-Ohio,10,
09/22/1984,Pittsburgh,12,Temple,13,-8
09/22/1984,Ohio,16,Eastern Michigan,13,
09/22/1984,Brigham Young,18,Hawaii,13,
09/22/1984,Louisiana Tech,8,Mississippi,14,
09/22/1984,Oregon,21,California,14,5.5
09/22/1984,Wake Forest,24,No Carolina State,15,3.5
09/22/1984,Ball State,14,Washington State,16,
09/22/1984,Maryland,20,West Virginia,17,9.5
09/22/1984,Tulsa,9,Arkansas,18,6.5
09/22/1984,Illinois State,7,Indiana State,19,
09/22/1984,San Diego State,16,Oklahoma State,19,
09/22/1984,Wisconsin,14,Michigan,20,7
09/22/1984,Long Beach State,17,Fresno State,20,
09/22/1984,Duke,0,South Carolina,21,8
09/22/1984,Richmond,13,Virginia Tech,21,
09/22/1984,Fullerton State,34,Colorado State,22,
09/22/1984,North Texas,6,S-M-U,24,
09/22/1984,Kent State,10,Northern Illinois,24,
09/22/1984,Army,24,Tennessee,24,20.5
09/22/1984,Clemson,23,Georgia,26,-4
09/22/1984,Kentucky,30,Tulane,26,-16.5
09/22/1984,Arizona,26,Louisiana State,27,10
09/22/1984,Air Force,17,Utah,28,
09/22/1984,San Jose State,27,Stanford,28,
09/22/1984,Pacific,38,Northern Arizona,28,
09/22/1984,Texas Tech,24,New Mexico,29,
09/22/1984,Minnesota,10,Purdue,34,15.5
09/22/1984,Baylor,15,Oklahoma,34,18
09/22/1984,Georgia Southern,27,East Carolina,34,
09/22/1984,Houston,7,Washington,35,10
09/22/1984,Southern Miss,12,Auburn,35,10
09/22/1984,New Mexico State,28,Drake,35,
09/22/1984,Lamar,19,Rice,36,
09/22/1984,UL-Lafayette,14,Alabama,37,
09/22/1984,Eastern Illinois,17,Toledo,38,
09/22/1984,Iowa State,17,Texas A+M,38,14
09/22/1984,Western Michigan,19,Central Michigan,38,
09/22/1984,Wichita State,21,Nevada-Las Vegas,38,
09/22/1984,Michigan State,7,Illinois,40,6.5
09/22/1984,Indiana,37,Northwestern,40,3
09/22/1984,Kansas,6,Vanderbilt,41,9.5
09/22/1984,Wyoming,14,Oregon State,41,
09/22/1984,Kansas State,10,Texas Christian,42,6
09/22/1984,Iowa,26,Ohio State,45,3
09/22/1984,Cincinnati,7,Memphis,47,12
09/22/1984,Mississippi State,30,Missouri,47,9
09/22/1984,The Citadel,3,Georgia Tech,48,
09/22/1984,North Carolina,20,Boston College,52,7.5
09/22/1984,Colorado,14,Notre Dame,55,21
09/22/1984,William + Mary,18,Penn State,56,
09/29/1984,Louisiana State,23,Southern Cal,3,0
09/29/1984,Michigan,14,Indiana,6,-23
09/29/1984,Oklahoma State,31,Tulsa,7,-5
09/29/1984,New Mexico,34,UTEP,7,
09/29/1984,Baylor,18,Texas Tech,9,-2
09/29/1984,Purdue,13,Michigan State,10,1
09/29/1984,Central Michigan,14,Kent State,10,
09/29/1984,Arizona State,28,Stanford,10,-2
09/29/1984,West Virginia,28,Pittsburgh,10,3.5
09/29/1984,Duke,9,Army,13,4
09/29/1984,West Texas A+M,0,Iowa State,14,
09/29/1984,Ball State,15,Northern Illinois,14,
09/29/1984,Notre Dame,16,Missouri,14,-2
09/29/1984,Nevada-Las Vegas,12,Hawaii,16,
09/29/1984,Toledo,16,Ohio,16,
09/29/1984,Southern Illinois,27,S E Missouri St,16,
09/29/1984,U.C.L.A.,33,Colorado,16,-9
09/29/1984,Nebraska,9,Syracuse,17,-24
09/29/1984,Georgia,10,South Carolina,17,-5.5
09/29/1984,San Jose State,33,California,18,
09/29/1984,Tulane,14,Mississippi,19,13
09/29/1984,Utah,14,Wyoming,21,
09/29/1984,Illinois,16,Iowa,21,5
09/29/1984,Vanderbilt,30,Alabama,21,6.5
09/29/1984,Arkansas State,21,Texas A+M,22,
09/29/1984,Ohio State,35,Minnesota,22,-27
09/29/1984,Southern Miss,13,Memphis,23,
09/29/1984,Kansas,17,North Carolina,23,13
09/29/1984,Virginia,26,Virginia Tech,23,9
09/29/1984,Kansas State,6,Oklahoma,24,30
09/29/1984,Texas Christian,17,S-M-U,26,9
09/29/1984,Central Missouri St,3,Indiana State,27,
09/29/1984,Mississippi State,12,Florida,27,14
09/29/1984,Utah State,16,Fullerton State,27,
09/29/1984,Drake,0,Illinois State,28,
09/29/1984,Penn State,3,Texas,28,1.5
09/29/1984,Clemson,21,Georgia Tech,28,-7
09/29/1984,Louisville,30,Houston,28,25
09/29/1984,Tennessee,10,Auburn,29,11.5
09/29/1984,Pacific,14,Oregon,30,
09/29/1984,Northwestern,16,Wisconsin,31,21
09/29/1984,East Carolina,22,No Carolina State,31,3
09/29/1984,Long Beach State,24,Arizona,31,
09/29/1984,Navy,10,Arkansas,33,13.5
09/29/1984,Eastern Michigan,27,Bowling Green,35,
09/29/1984,Rice,3,Miami-Florida,38,30
09/29/1984,Wake Forest,17,Maryland,38,6.5
09/29/1984,Oregon State,22,Idaho,41,
09/29/1984,Marshall,7,Western Michigan,42,
09/29/1984,Cincinnati,15,Rutgers,43,16
09/29/1984,Temple,27,Florida State,44,21
09/29/1984,Colorado State,10,Air Force,52,
09/29/1984,Miami-Ohio,7,Washington,53,
09/29/1984,New Mexico State,24,Fresno State,53,
10/05/1984,Tulsa,35,West Texas A+M,7,
10/05/1984,New Mexico,14,Utah,38,
10/06/1984,San Diego State,21,Wyoming,0,
10/06/1984,Miami-Ohio,19,Kent State,3,
10/06/1984,Iowa,31,Northwestern,3,-16.5
10/06/1984,Indiana State,34,Ball State,6,
10/06/1984,Michigan State,19,Michigan,7,13
10/06/1984,Washington,19,Oregon State,7,-21
10/06/1984,Virginia Tech,54,Virginia Military,7,
10/06/1984,Brigham Young,52,Colorado State,9,
